Reporter,Partner,Product categories,Indicator Type,Indicator,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
North America,World,Plastic or Rubber,Export,Export Product share(%),      4.55,      4.56,      4.57,      4.67,      4.83,      4.70,      4.50,      4.72,      4.81,      4.88,      4.80,      4.70,      4.65,      4.40,      4.27,      4.15,      4.10,      4.07,      3.93,      3.92,      3.80,      3.60,      3.55,      3.55,      2.52,      2.27,
North America,World,Raw materials,Export,Export Product share(%),     14.49,     14.01,     14.36,     14.92,     13.73,     13.17,     14.14,     11.30,     10.14,      9.38,      9.18,      9.04,      8.29,      7.95,      7.68,      7.35,      7.97,      9.28,     10.72,     10.92,     10.02,     10.45,     11.76,     12.14,     15.82,     15.33,
North America,World,Stone and Glass,Export,Export Product share(%),      4.67,      5.21,      5.29,      5.62,      4.89,      4.22,      4.24,      3.83,      3.47,      2.92,      2.79,      2.67,      2.51,      2.52,      2.52,      2.41,      2.39,      2.39,      2.57,      2.39,      2.64,      3.27,      2.48,      2.39,      2.34,      2.67,
North America,World,Textiles and Clothing,Export,Export Product share(%),      1.40,      1.47,      1.49,      1.66,      1.60,      1.53,      1.47,      1.64,      1.88,      2.07,      2.32,      2.47,      2.47,      2.42,      2.48,      2.48,      2.77,      2.73,      2.66,      2.71,      2.57,      2.40,      2.41,      2.41,      0.84,      0.76,
North America,World,Transportation,Export,Export Product share(%),     10.92,     10.87,     11.16,     10.18,     10.28,      9.50,     14.33,     16.71,     16.83,     16.69,     16.67,     17.29,     18.17,     17.11,     16.28,     19.03,     18.88,     17.24,     16.69,     16.46,     18.53,     18.86,     19.23,     18.80,     24.23,     25.71,
North America,World,Vegetable,Export,Export Product share(%),      4.98,      4.87,      5.08,      5.05,      4.96,      5.32,      5.05,      4.11,      3.36,      3.27,      3.73,      3.84,      3.56,      3.28,      3.05,      3.44,      3.84,      4.27,      5.17,      4.98,      4.48,      4.70,      5.17,      4.99,      4.16,      4.02,
North America,World,Wood,Export,Export Product share(%),      3.39,      3.44,      3.34,      3.54,      3.83,      3.87,      3.78,      4.25,      4.68,      5.16,      5.52,      5.47,      5.57,      5.53,      5.72,      5.97,      5.83,      6.13,      6.64,      7.57,      6.94,      6.94,      6.96,      6.98,     15.31,     17.02,
North America,World,Capital goods,Import,Import Product share(%),     32.52,     31.67,     31.04,     29.92,     30.25,     29.81,     27.32,     29.62,     29.81,     30.52,     31.51,     31.65,     32.77,     33.74,     36.02,     36.73,     36.45,     36.23,     36.28,     37.32,     35.92,     34.62,     33.42,     32.61,     41.13,     42.11,
North America,World,Consumer goods,Import,Import Product share(%),     34.13,     34.11,     33.05,     32.61,     34.00,     34.79,     33.37,     35.24,     35.19,     35.99,     36.36,     37.94,     37.51,     36.40,     34.12,     34.81,     34.56,     33.61,     33.23,     32.90,     34.52,     35.44,     35.64,     35.62,     29.75,     29.90,
North America,World,Intermediate goods,Import,Import Product share(%),     15.81,     15.42,     15.52,     16.03,     15.42,     15.02,     15.88,     15.60,     16.03,     15.61,     15.78,     14.83,     15.02,     15.30,     15.15,     15.47,     16.47,     16.11,     16.15,     16.26,     15.94,     15.51,     15.54,     15.87,     16.51,     16.49,
North America,World,Raw materials,Import,Import Product share(%),     13.36,     14.61,     16.27,     17.43,     15.79,     15.11,     18.76,     14.76,     14.31,     13.26,     11.80,     10.78,      9.59,      9.51,      9.99,      8.01,      7.74,      9.77,      9.99,      9.50,      9.51,     10.39,     11.17,     11.81,      9.49,      8.49,
North America,World,All Products,Tariff,Maximum Rate (%),   1318.08,   1141.15,   1181.26,   1227.81,   1348.11,   1427.58,   1450.33,   1629.82,    766.61,    761.61,    816.56,   3000.00,   1493.97,   1174.47,    913.96,   3000.00,   1413.85,    716.40,    647.58,   1500.00,,    273.09,    181.79,    187.65,    184.60,    335.80,
North America,World,All Products,Tariff,Simple Average (%),      3.64,      3.67,      3.72,      3.80,      3.86,      4.22,      4.27,      4.27,      3.64,      3.75,      3.79,      4.92,      4.39,      4.40,      4.23,      4.38,      4.78,      5.34,      5.81,      6.52,,      6.43,      5.25,      5.31,      5.20,      6.90,
North America,World,All Products,Tariff,Weighted Average (%),      1.34,      1.51,      1.51,      1.50,      1.63,      1.71,      1.57,      1.55,      1.66,      1.70,      1.75,      2.04,      2.05,      2.03,      1.96,      2.08,      2.79,      2.49,      3.33,      3.63,,      3.72,      3.95,      3.95,      3.92,      4.57,
North America,World,Capital goods,Tariff,Weighted Average (%),      0.33,      0.33,      0.34,      0.34,      0.44,      0.46,      0.51,      0.25,      0.47,      0.46,      0.47,      0.48,      0.46,      0.46,      0.46,      0.54,      1.15,      1.30,      2.11,      2.47,,      2.41,      2.47,      2.53,      2.51,      3.12,
North America,World,Consumer goods,Tariff,Weighted Average (%),      2.96,      3.15,      3.17,      3.20,      3.19,      3.24,      3.11,      3.42,      3.25,      3.25,      3.26,      3.69,      3.53,      3.59,      3.64,      3.93,      4.66,      4.20,      4.98,      5.50,,      5.62,      5.77,      5.69,      5.61,      6.19,
North America,World,Intermediate goods,Tariff,Weighted Average (%),      0.79,      0.78,      0.79,      0.87,      1.19,      1.27,      1.09,      0.93,      1.09,      1.18,      1.33,      1.70,      2.00,      1.96,      1.93,      1.74,      2.55,      2.22,      2.95,      3.24,,      3.19,      3.33,      3.32,      3.23,      3.83,
North America,World,Raw materials,Tariff,Weighted Average (%),      0.38,      0.52,      0.48,      0.36,      0.41,      0.55,      0.31,      0.46,      0.38,      0.46,      0.64,      0.77,      1.19,      1.27,      1.15,      1.20,      2.27,      1.27,      2.26,      1.66,,      1.26,      1.91,      1.85,      1.55,      4.82,
North America,World,All Products,Trade Indicator,World Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,
